order_id,actual_delivery_date,late_delivery,delay_days,partial_delivery,cancelled,delay_reason
719,2024-04-18,0,0,0,0,none
720,2024-04-22,0,0,0,0,none
721,2024-04-16,0,-1,0,0,none
722,2024-04-24,1,3,0,0,none
723,2024-04-23,1,2,0,0,none
724,2024-04-16,1,1,0,0,weather
725,2024-04-30,1,2,0,0,none
726,2024-04-20,1,2,0,0,weather
727,2024-04-09,1,3,0,0,none
728,2024-04-28,1,1,0,0,none
729,2024-04-09,0,-1,0,0,none
730,2024-04-11,0,-2,0,0,none
731,2024-04-21,0,0,0,0,none
732,2024-05-01,0,-1,0,0,none
733,2024-04-09,1,1,0,0,none
734,2024-04-09,1,3,1,0,none
735,2024-05-11,1,1,0,0,none
736,2024-05-05,1,1,0,0,none
737,2024-04-08,1,1,0,0,none
738,2024-04-30,0,-3,0,0,none
739,2024-05-06,1,1,0,0,none
740,2024-04-14,0,-3,0,0,none
741,2024-04-12,0,-1,0,0,none
742,2024-04-21,0,0,0,0,none
743,2024-04-25,1,1,1,0,none
744,2024-04-27,1,3,0,0,none
745,2024-04-14,0,0,0,0,none
746,2024-04-11,0,0,0,0,none
747,2024-05-03,0,-1,0,0,none
748,2024-04-26,1,3,0,0,none
749,2024-04-23,0,-2,0,0,none
750,2024-05-01,1,2,0,0,none
751,2024-05-09,1,2,0,0,none
752,2024-04-23,0,0,0,0,none
753,2024-04-28,1,2,0,0,none
754,2024-05-05,0,-2,0,0,none
755,2024-05-04,0,0,0,0,none
756,2024-05-04,0,-1,0,0,none
757,2024-04-17,1,1,0,0,weather
758,2024-04-24,1,1,0,0,none
759,2024-05-02,1,2,0,0,none
760,2024-04-23,0,0,0,0,none
761,2024-04-27,0,0,0,0,none
762,2024-05-02,1,2,0,0,none
763,2024-04-18,0,-1,0,0,none
764,2024-04-19,0,0,0,0,none
765,2024-05-14,1,3,0,0,none
766,2024-05-02,1,1,1,0,none
767,2024-05-14,1,2,0,0,weather
768,2024-05-02,0,0,0,0,none
769,2024-04-24,1,1,0,0,weather
770,2024-04-25,1,4,1,0,none
771,2024-05-03,0,0,0,0,none
772,2024-04-21,0,-2,0,0,none
773,2024-05-08,1,1,0,0,none
774,2024-05-06,1,3,0,0,none
775,2024-04-29,0,0,0,0,none
776,2024-04-27,0,-1,0,0,none
777,2024-04-21,1,1,0,0,none
778,2024-05-04,0,-2,0,0,none
779,2024-04-25,0,0,0,0,none
780,2024-04-26,0,0,0,0,none
781,2024-05-09,1,1,0,0,weather
782,2024-04-24,0,0,0,0,none
783,2024-05-05,1,2,0,0,none
784,2024-05-04,1,2,0,0,weather
785,2024-04-28,1,1,0,0,none
786,2024-05-03,0,-2,0,0,none
787,2024-05-06,0,-1,0,0,none
788,2024-04-25,1,1,1,0,none
789,2024-04-15,0,0,0,0,none
790,2024-04-27,1,2,0,0,none
791,2024-05-07,1,2,1,0,none
792,2024-05-06,1,3,0,0,weather
793,2024-04-28,1,2,0,0,none
794,2024-05-01,1,1,0,0,none
795,2024-04-30,0,0,0,0,none
796,2024-04-25,1,1,0,0,none
797,2024-05-03,1,1,0,0,none
798,2024-05-03,1,1,0,0,weather
799,2024-05-09,0,0,0,0,none
800,2024-04-29,0,-3,0,0,none
801,2024-04-23,1,2,0,0,none
802,2024-04-28,0,-2,0,0,none
803,2024-04-27,1,2,0,0,none
804,2024-04-16,0,-3,0,0,none
805,2024-04-29,1,4,0,0,none
806,2024-04-19,0,-1,0,0,none
807,2024-04-26,0,0,0,0,none
808,2024-05-13,1,1,0,0,none
809,2024-04-29,0,-1,0,0,none
810,2024-05-02,0,-1,0,0,none
811,2024-04-27,0,-3,0,0,none
812,2024-04-17,1,1,0,0,weather
813,2024-05-11,1,2,0,0,weather
814,2024-05-03,0,0,0,0,none
815,2024-04-30,1,2,0,0,none
816,2024-04-27,0,-1,0,0,none
817,2024-05-05,0,0,0,0,none
818,2024-05-12,0,-1,0,0,none
819,2024-05-04,1,3,0,0,none
820,2024-05-04,1,1,0,0,none
821,2024-05-20,1,3,0,0,weather
822,2024-04-19,0,0,0,0,none
823,2024-05-03,0,0,0,0,none
824,2024-05-13,1,1,0,0,none
825,2024-04-24,0,0,0,0,none
826,2024-05-09,0,-2,0,0,none
827,2024-04-23,1,3,0,0,none
828,2024-05-15,0,-2,0,0,none
829,2024-05-04,0,-3,0,0,none
830,2024-05-13,1,1,0,0,none
831,2024-05-05,1,4,0,0,weather
832,2024-05-03,0,0,0,0,none
833,2024-04-30,1,2,0,0,weather
834,2024-04-28,1,1,0,0,none
835,2024-05-13,1,1,0,0,none
836,2024-04-29,0,-2,0,0,none
837,2024-04-24,0,-1,0,0,none
838,2024-05-12,0,-2,0,0,none
839,2024-04-26,0,-1,0,0,none
840,2024-05-01,1,1,0,0,none
841,2024-05-01,1,2,0,0,none
842,2024-05-03,1,1,1,0,weather
843,2024-05-02,0,0,0,0,none
844,2024-05-09,0,-1,0,0,none
845,2024-04-30,1,1,0,0,none
846,2024-05-03,0,-1,0,0,none
847,2024-05-21,0,0,0,0,none
848,2024-04-25,0,-1,0,0,none
849,2024-04-25,0,-1,0,0,none
850,2024-05-17,0,-1,0,0,none
851,2024-05-10,0,0,0,0,none
852,2024-05-01,0,-2,0,0,none
853,2024-04-25,0,-1,0,0,none
854,2024-05-02,0,0,0,0,none
855,2024-05-08,1,1,0,0,none
856,2024-04-29,1,1,0,0,weather
857,2024-04-23,0,-2,0,0,none
858,2024-05-19,0,0,0,0,none
859,2024-05-09,0,-2,0,0,none
860,2024-05-14,0,-1,0,0,none
861,2024-04-30,1,2,0,0,none
862,2024-04-28,0,0,0,0,none
863,2024-05-17,0,-1,0,0,none
864,2024-04-29,1,1,0,0,none
865,2024-05-03,1,2,0,0,none
866,2024-05-08,0,-1,0,0,none
867,2024-05-06,0,0,0,0,none
868,2024-05-15,1,2,0,0,weather
869,2024-05-02,1,1,0,0,none
870,2024-05-12,0,-3,0,0,none
871,2024-05-10,1,1,0,0,none
872,2024-05-07,1,3,0,0,none
873,2024-05-05,0,-1,0,0,none
874,2024-05-03,1,2,0,0,none
875,2024-04-21,0,-3,0,0,none
876,2024-05-21,1,1,0,0,none
877,2024-05-09,0,0,0,0,none
878,2024-04-23,0,0,0,0,none
879,2024-05-23,1,3,0,0,none
880,2024-05-25,1,4,0,0,none
881,2024-05-04,1,1,0,0,none
882,2024-05-05,0,0,0,0,none
883,2024-05-02,0,0,0,0,none
884,2024-05-09,1,4,0,0,weather
885,2024-05-10,0,-1,0,0,none
886,2024-04-27,1,1,0,0,none
887,2024-05-21,1,1,0,0,weather
888,2024-04-26,1,2,0,0,none
889,2024-05-03,0,-2,0,0,none
890,2024-05-15,0,-2,0,0,none
891,2024-05-03,0,-1,0,0,none
892,2024-04-25,0,-3,0,0,none
893,2024-05-14,0,0,0,0,none
894,2024-05-12,1,1,0,0,weather
895,2024-05-05,1,2,0,0,none
896,2024-05-04,0,0,0,0,none
897,2024-05-05,1,1,0,0,none
898,2024-05-15,1,2,0,0,none
899,2024-05-17,0,0,0,0,none
900,2024-05-21,0,0,0,0,none
901,2024-05-02,0,0,0,0,none
902,2024-05-20,0,-1,0,0,none
903,2024-04-27,0,0,0,0,none
904,2024-05-02,0,-1,0,0,none
905,2024-05-14,1,1,0,0,none
906,2024-04-28,1,1,0,0,none
907,2024-05-11,0,-1,0,0,none
908,2024-04-28,1,1,0,0,none
909,2024-05-10,1,1,0,0,weather
910,2024-05-22,1,2,0,0,none
911,2024-05-12,0,0,0,0,none
912,2024-04-29,0,0,0,0,none
913,2024-05-02,0,-2,0,0,none
914,2024-05-09,0,0,0,0,none
915,2024-05-06,0,0,0,0,none
916,2024-05-23,1,4,0,0,none
917,2024-05-08,0,0,0,0,none
918,2024-05-12,0,0,0,0,none
919,2024-05-24,1,1,0,0,none
920,2024-05-23,1,1,0,0,weather
921,2024-05-10,0,0,0,0,none
922,2024-05-10,1,2,0,0,none
923,2024-05-16,1,2,0,0,weather
924,2024-05-04,1,1,0,0,none
925,2024-05-16,0,-1,0,0,none
926,2024-05-17,0,-1,0,0,none
927,2024-05-17,1,1,0,0,none
928,2024-05-08,1,2,0,0,none
929,2024-05-05,1,1,0,0,none
930,2024-05-28,1,2,0,0,none
931,2024-05-05,1,1,0,0,weather
932,2024-04-30,1,1,0,0,none
933,2024-05-21,0,-1,0,0,none
934,2024-05-22,1,1,0,0,none
935,2024-05-06,0,-2,0,0,none
936,2024-04-30,0,0,0,0,none
937,2024-05-20,0,0,0,0,none
938,2024-05-24,0,0,0,0,none
939,2024-05-02,1,1,0,0,weather
940,2024-05-08,0,-3,0,0,none
941,2024-05-14,0,0,0,0,none
942,2024-05-23,1,1,0,0,weather
943,2024-05-19,0,0,0,0,none
944,2024-05-04,1,4,0,0,weather
945,2024-05-03,0,0,0,0,none
946,2024-05-16,0,-2,0,0,none
947,2024-05-14,1,2,0,0,none
948,2024-05-23,0,0,0,0,none
949,2024-05-30,1,1,0,0,weather
950,2024-05-07,0,0,0,0,none
951,2024-05-01,0,-1,0,0,none
952,2024-05-11,1,1,0,0,weather
953,2024-05-18,0,-1,0,0,none
954,2024-05-24,1,1,0,0,none
955,2024-05-20,1,2,0,0,none
956,2024-05-02,0,0,0,0,none
957,2024-05-10,0,0,0,0,none
958,2024-05-23,1,2,0,0,none
959,2024-05-20,1,2,0,0,none
960,2024-05-29,1,1,0,0,weather
961,2024-05-11,1,1,1,0,none
962,2024-05-27,0,-3,0,0,none
963,2024-05-16,0,-1,0,0,none
964,2024-05-14,0,0,0,0,none
965,2024-05-04,0,0,0,0,none
966,2024-05-29,0,0,0,0,none
967,2024-05-10,1,1,0,0,none
968,2024-05-04,0,-1,0,0,none
969,2024-05-27,0,-2,0,0,none
970,2024-05-26,1,1,0,0,none
971,2024-05-10,0,-1,0,0,none
972,2024-05-21,1,1,0,0,none
973,2024-05-19,0,-1,0,0,none
974,2024-05-10,1,3,0,0,none
975,2024-06-01,1,1,0,0,none
976,2024-05-16,1,1,0,0,weather
977,2024-05-25,0,0,0,0,none
978,2024-05-21,1,1,0,0,none
979,2024-05-31,0,0,0,0,none
980,2024-06-04,1,1,0,0,none
981,2024-05-09,0,-1,0,0,none
982,2024-05-16,1,3,0,0,none
983,2024-05-22,0,-1,0,0,none
984,2024-05-31,0,-1,0,0,none
985,2024-05-22,1,1,0,0,none
986,2024-05-26,0,0,0,0,none
987,2024-05-23,1,2,0,0,weather
988,2024-05-10,0,-1,0,0,none
989,2024-05-20,0,-1,0,0,none
990,2024-05-18,1,2,0,0,none
991,2024-05-30,1,1,0,0,none
992,2024-05-21,1,1,0,0,weather
993,2024-06-07,0,-1,0,0,none
994,2024-05-26,1,2,0,0,weather
995,2024-05-16,0,-1,0,0,none
996,2024-05-17,0,-1,0,0,none
997,2024-05-20,0,0,0,0,none
998,2024-05-23,0,-1,0,0,none
999,2024-05-12,0,-1,0,0,none
1000,2024-06-04,1,1,0,0,none
1001,2024-05-15,0,0,0,0,none
1002,2024-06-01,1,1,0,0,none
1003,2024-05-22,0,0,0,0,none
1004,2024-05-26,0,0,0,0,none
1005,2024-05-20,1,1,0,0,none
1006,2024-05-22,0,-3,0,0,none
1007,2024-05-17,1,2,0,0,none
1008,2024-06-02,1,2,0,0,none
1009,2024-05-14,0,0,0,0,none
1010,2024-06-05,1,1,0,0,none
1011,2024-05-23,0,-1,0,0,none
1012,2024-05-31,1,3,0,0,none
1013,2024-06-09,0,0,0,0,none
1014,2024-05-19,1,1,0,0,weather
1015,2024-05-26,0,-2,0,0,none
1016,2024-05-19,0,-2,0,0,none
1017,2024-05-19,1,4,1,0,none
1018,2024-05-16,0,0,0,0,none
1019,2024-05-09,0,0,0,0,none
1020,2024-05-21,0,-1,0,0,none
1021,2024-05-24,0,-2,0,0,none
1022,2024-06-05,0,0,0,0,none
1023,2024-05-28,1,1,0,0,none
1024,2024-05-29,0,-1,0,0,none
1025,2024-05-16,1,3,0,0,none
1026,2024-05-27,1,3,0,0,none
1027,2024-05-12,0,0,0,0,none
1028,2024-05-28,1,1,0,0,weather
1029,2024-05-20,0,0,0,0,none
1030,2024-05-27,0,-2,0,0,none
1031,2024-05-18,0,-2,0,0,none
1032,2024-05-10,0,-2,0,0,none
1033,2024-05-15,1,2,0,0,none
1034,2024-06-04,0,0,0,0,none
1035,2024-06-10,1,1,0,0,none
1036,2024-05-20,0,0,0,0,none
1037,2024-05-16,0,0,0,0,none
1038,2024-06-01,0,-3,0,0,none
1039,2024-05-24,0,-2,0,0,none
1040,2024-05-23,1,1,0,0,none
1041,2024-05-26,0,-1,0,0,none
1042,2024-06-04,1,2,1,0,none
1043,2024-06-09,0,0,0,0,none
1044,2024-05-17,1,1,0,0,none
1045,2024-05-27,0,0,0,0,none
1046,2024-06-14,1,2,0,0,none
1047,2024-05-27,0,0,0,0,none
1048,2024-05-30,1,1,0,0,none
1049,2024-06-11,0,-2,0,0,none
1050,2024-05-27,1,1,0,0,none
1051,2024-05-31,0,-1,0,0,none
1052,2024-06-01,1,1,0,0,none
1053,2024-06-11,1,1,0,0,weather
1054,2024-05-16,0,0,0,0,none
1055,2024-06-07,1,2,0,0,none
1056,2024-05-27,1,4,0,0,none
1057,2024-06-14,1,2,0,0,none
1058,2024-06-09,0,0,0,0,none
1059,2024-06-02,0,0,0,0,none
1060,2024-05-25,1,3,0,0,none
1061,2024-05-24,0,-1,0,0,none
1062,2024-06-03,1,1,0,0,none
1063,2024-06-16,1,2,0,0,none
1064,2024-05-26,0,-1,0,0,none
1065,2024-05-19,1,3,0,0,none
1066,2024-06-03,0,0,0,0,none
1067,2024-05-27,1,2,0,0,none
1068,2024-06-09,1,1,0,0,none
1069,2024-05-22,1,1,0,0,none
1070,2024-06-09,1,1,0,0,none
1071,2024-05-17,0,0,0,0,none
1072,2024-05-29,0,-1,0,0,none
1073,2024-05-28,0,0,0,0,none
1074,2024-06-11,0,-1,0,0,none
1075,2024-05-18,0,-2,0,0,none
1076,2024-06-12,1,4,0,0,weather
1077,2024-06-13,1,1,0,0,none
1078,2024-05-28,0,-1,0,0,none
1079,2024-05-20,1,2,0,0,none
1080,2024-05-29,1,2,0,0,none
1081,2024-05-19,0,0,0,0,none
1082,2024-06-01,1,1,0,0,none
1083,2024-05-26,0,0,0,0,none
1084,2024-06-04,1,3,0,0,none
1085,2024-06-04,0,-1,0,0,none
1086,2024-06-08,0,0,0,0,none
1087,2024-06-10,0,-3,0,0,none
1088,2024-06-17,0,0,0,0,none
1089,2024-05-20,0,0,0,0,none
1090,2024-06-12,1,3,1,0,weather
1091,2024-06-01,0,-1,0,0,none
1092,2024-06-20,1,4,0,0,none
1093,2024-05-29,1,1,0,0,weather
1094,2024-06-10,1,1,0,0,none
1095,2024-06-05,0,-3,0,0,none
1096,2024-05-26,0,-1,0,0,none
1097,2024-06-20,1,1,0,0,none
1098,2024-05-29,0,-1,0,0,none
1099,2024-05-30,1,4,0,0,none
1100,2024-06-06,1,4,0,0,none
1101,2024-06-06,0,-2,0,0,none
1102,2024-05-21,0,-1,0,0,none
1103,2024-06-01,0,0,0,0,none
1104,2024-06-14,1,3,1,0,none
1105,2024-06-06,1,1,0,0,none
1106,2024-05-30,0,-3,0,0,none
1107,2024-06-11,0,0,0,0,none
1108,2024-05-23,0,0,0,0,none
1109,2024-06-21,0,0,0,0,none
1110,2024-06-09,0,-1,0,0,none
1111,2024-06-29,1,4,0,0,none
1112,2024-05-28,0,0,0,0,none
1113,2024-05-28,0,0,0,0,none
1114,2024-06-06,0,0,0,0,none
1115,2024-06-07,1,2,0,0,none
1116,2024-06-19,1,1,0,0,none
1117,2024-06-01,1,1,0,0,none
1118,2024-06-01,1,1,0,0,weather
1119,2024-05-24,0,0,0,0,none
1120,2024-05-30,1,2,0,0,weather
1121,2024-06-09,1,2,0,0,none
1122,2024-06-01,0,0,0,0,none
1123,2024-06-11,1,2,0,0,none
1124,2024-06-23,0,-1,0,0,none
1125,2024-06-24,1,3,0,0,none
1126,2024-06-16,1,2,0,0,none
1127,2024-06-04,1,3,0,0,weather
1128,2024-06-15,1,1,0,0,none
1129,2024-06-15,1,2,0,0,weather
1130,2024-05-31,1,1,1,0,none
1131,2024-05-29,0,0,0,0,none
1132,2024-06-06,0,0,0,0,none
1133,2024-05-28,0,0,0,0,none
1134,2024-06-10,0,0,0,0,none
1135,2024-06-15,0,-1,0,0,none
1136,2024-06-02,1,1,0,0,none
1137,2024-06-08,1,1,0,0,none
1138,2024-06-13,0,-1,0,0,none
1139,2024-06-10,1,1,0,0,none
1140,2024-06-13,1,2,0,0,none
1141,2024-06-26,1,4,1,0,none
1142,2024-06-01,0,-1,0,0,none
1143,2024-05-28,0,-2,0,0,none
1144,2024-06-26,0,-2,0,0,none
1145,2024-06-07,0,-1,0,0,none
1146,2024-06-24,1,1,0,0,none
1147,2024-06-20,1,2,0,0,none
1148,2024-06-25,1,2,0,0,weather
1149,2024-06-07,0,-1,0,0,none
1150,2024-06-20,0,-1,0,0,none
1151,2024-06-05,0,-2,0,0,none
1152,2024-06-11,0,0,0,0,none
1153,2024-06-08,0,-2,0,0,none
1154,2024-06-01,1,1,0,0,none
1155,2024-06-23,1,1,1,0,none
1156,2024-06-13,0,0,0,0,none
1157,2024-05-30,0,0,0,0,none
1158,2024-07-06,1,2,0,0,weather
1159,2024-06-23,1,1,0,0,none
1160,2024-06-29,1,1,0,0,none
1161,2024-06-13,0,0,0,0,none
1162,2024-06-20,1,2,0,0,weather
1163,2024-06-24,1,2,0,0,none
1164,2024-06-23,0,-2,0,0,none
1165,2024-07-01,0,-1,0,0,none
1166,2024-06-06,1,3,0,0,none
1167,2024-06-20,1,3,0,0,none
1168,2024-06-22,0,-1,0,0,none
1169,2024-06-13,0,-1,0,0,none
1170,2024-06-01,0,0,0,0,none
1171,2024-06-16,1,4,0,0,weather
1172,2024-06-26,1,1,0,0,weather
1173,2024-06-08,0,0,0,0,none
1174,2024-06-26,1,1,0,0,none
1175,2024-06-14,0,-1,0,0,none
1176,2024-06-27,1,1,0,0,none
1177,2024-06-12,0,0,0,0,none
1178,2024-06-14,1,1,0,0,weather
1179,2024-06-10,0,0,0,0,none
1180,2024-06-12,1,1,0,0,none
1181,2024-06-15,1,2,0,0,none
1182,2024-06-12,1,3,0,0,none
1183,2024-06-15,0,-3,0,0,none
1184,2024-06-30,0,0,0,0,none
1185,2024-06-27,0,0,0,0,none
1186,2024-06-22,1,3,0,0,weather
1187,2024-06-18,1,1,0,0,weather
1188,2024-06-28,0,-1,0,0,none
1189,2024-06-20,0,-2,0,0,none
1190,2024-06-11,1,2,0,0,none
1191,2024-06-09,1,1,1,0,none
1192,2024-06-25,0,-2,0,0,none
1193,2024-06-15,1,5,0,0,none
1194,2024-06-04,1,1,0,0,none
1195,2024-06-26,1,3,0,0,none
1196,2024-06-16,1,2,0,0,none
1197,2024-06-14,0,-1,0,0,none
1198,2024-06-17,1,3,0,0,weather
1199,2024-06-05,0,0,0,0,none
1200,2024-06-06,0,-1,0,0,none
1201,2024-07-05,0,0,0,0,none
1202,2024-06-15,1,1,0,0,none
1203,2024-06-30,0,0,0,0,none
1204,2024-06-09,1,2,0,0,none
1205,2024-06-25,1,4,0,0,none
1206,2024-06-07,0,0,0,0,none
1207,2024-07-10,1,2,0,0,none
1208,2024-06-10,0,-1,0,0,none
1209,2024-06-19,0,-1,0,0,none
1210,2024-06-18,1,1,0,0,none
1211,2024-06-24,0,0,0,0,none
1212,2024-06-13,0,-1,0,0,none
1213,2024-06-21,1,3,0,0,none
1214,2024-07-08,1,2,0,0,none
1215,2024-06-21,1,3,0,0,none
1216,2024-06-21,1,2,0,0,none
1217,2024-06-23,0,-2,0,0,none
1218,2024-06-11,1,1,1,0,none
1219,2024-06-27,0,-3,0,0,none
1220,2024-07-01,1,3,0,0,none
1221,2024-06-21,1,2,0,0,none
1222,2024-06-16,0,0,0,0,none
1223,2024-06-27,1,2,0,0,weather
1224,2024-06-29,1,1,0,0,none
1225,2024-06-28,1,1,0,0,weather
1226,2024-06-25,0,0,0,0,none
1227,2024-07-08,1,2,0,0,weather
1228,2024-06-20,0,0,0,0,none
1229,2024-06-26,0,0,0,0,none
1230,2024-06-09,0,0,0,0,none
1231,2024-06-18,0,0,0,0,none
1232,2024-07-03,0,-1,0,0,none
1233,2024-06-16,1,2,0,0,none
1234,2024-06-24,1,1,0,0,none
1235,2024-06-22,0,0,0,0,none
1236,2024-07-03,1,1,0,0,none
1237,2024-06-18,1,1,0,0,none
1238,2024-06-25,1,2,0,0,weather
1239,2024-07-09,1,2,0,0,none
1240,2024-07-01,1,1,0,0,none
1241,2024-06-21,1,1,0,0,none
1242,2024-06-26,0,-2,0,0,none
1243,2024-06-13,0,-1,0,0,none
1244,2024-06-13,0,-1,0,0,none
1245,2024-07-15,1,1,0,0,none
1246,2024-06-25,0,0,0,0,none
1247,2024-06-19,0,-1,0,0,none
1248,2024-07-08,0,0,0,0,none
1249,2024-06-25,1,2,0,0,none
1250,2024-06-26,1,1,0,0,none
1251,2024-06-17,1,1,0,0,none
1252,2024-06-17,0,0,0,0,none
1253,2024-06-26,1,1,0,0,weather
1254,2024-06-13,1,1,0,0,none
1255,2024-07-09,1,1,0,0,none
1256,2024-06-12,0,-3,0,0,none
1257,2024-06-26,1,1,0,0,none
1258,2024-07-05,1,1,0,0,weather
1259,2024-06-18,0,-2,0,0,none
1260,2024-07-05,0,-1,0,0,none
1261,2024-06-19,1,3,0,0,none
1262,2024-06-12,0,-2,0,0,none
1263,2024-06-21,0,0,0,0,none
1264,2024-07-15,0,0,0,0,none
1265,2024-07-02,1,1,0,0,none
1266,2024-07-12,1,1,0,0,none
1267,2024-06-18,0,0,0,0,none
1268,2024-07-06,1,1,0,0,none
1269,2024-07-04,1,1,1,0,none
1270,2024-06-18,0,0,0,0,none
1271,2024-06-22,0,-1,0,0,none
1272,2024-06-17,1,1,0,0,none
1273,2024-06-30,0,0,0,0,none
1274,2024-06-24,1,4,0,0,weather
1275,2024-06-28,1,1,0,0,weather
1276,2024-07-02,0,0,0,0,none
1277,2024-07-05,1,3,1,0,none
1278,2024-07-08,0,0,0,0,none
1279,2024-07-10,0,-1,0,0,none
1280,2024-07-06,1,1,0,0,none
1281,2024-07-09,0,0,0,0,none
1282,2024-07-08,1,2,0,0,none
1283,2024-07-11,0,-1,0,0,none
1284,2024-07-09,1,1,0,0,weather
1285,2024-06-27,0,0,0,0,none
1286,2024-06-27,1,2,0,0,none
1287,2024-07-01,1,1,0,0,none
1288,2024-07-01,0,0,0,0,none
1289,2024-07-02,0,0,0,0,none
1290,2024-07-15,0,0,0,0,none
1291,2024-06-26,0,-2,0,0,none
1292,2024-06-28,1,1,0,0,none
1293,2024-07-11,0,0,0,0,none
1294,2024-06-21,0,-1,0,0,none
1295,2024-07-13,1,4,0,0,none
1296,2024-07-20,1,3,0,0,none
1297,2024-07-04,0,0,0,0,none
1298,2024-07-15,0,-1,0,0,none
1299,2024-06-27,0,0,0,0,none
1300,2024-07-07,0,-2,0,0,none
1301,2024-07-10,1,1,0,0,none
1302,2024-07-12,1,1,0,0,weather
1303,2024-06-27,0,-1,0,0,none
1304,2024-07-11,1,2,0,0,none
1305,2024-07-05,1,4,0,0,none
1306,2024-06-24,1,3,0,0,none
1307,2024-06-24,0,-1,0,0,none
1308,2024-07-13,1,1,0,0,none
1309,2024-07-11,1,2,0,0,none
1310,2024-06-24,0,-1,0,0,none
1311,2024-06-26,1,3,0,0,none
1312,2024-07-07,0,-1,0,0,none
1313,2024-06-30,1,1,0,0,none
1314,2024-07-09,1,1,0,0,weather
1315,2024-07-17,1,2,0,0,weather
1316,2024-07-03,0,-2,0,0,none
1317,2024-07-11,0,-3,0,0,none
1318,2024-06-25,0,0,0,0,none
1319,2024-07-06,0,0,0,0,none
1320,2024-07-05,1,2,0,0,none
1321,2024-07-18,1,1,0,0,none
1322,2024-07-10,0,0,0,0,none
1323,2024-06-23,1,1,0,0,none
1324,2024-06-25,0,-2,0,0,none
1325,2024-06-25,0,0,0,0,none
1326,2024-07-22,0,0,0,0,none
1327,2024-06-30,0,0,0,0,none
1328,2024-07-08,1,1,0,0,none
1329,2024-07-04,0,0,0,0,none
1330,2024-07-16,0,-1,0,0,none
1331,2024-07-18,1,3,0,0,none
1332,2024-07-03,0,-1,0,0,none
1333,2024-06-28,1,1,0,0,none
1334,2024-06-29,0,0,0,0,none
1335,2024-07-08,1,1,0,0,none
1336,2024-07-05,1,3,0,0,none
1337,2024-07-03,1,4,0,0,none
1338,2024-07-07,1,1,0,0,none
1339,2024-06-27,1,1,0,0,none
1340,2024-06-27,0,0,0,0,none
1341,2024-07-22,1,1,0,0,none
1342,2024-07-05,1,2,0,0,none
1343,2024-06-26,0,-1,0,0,none
1344,2024-07-16,0,-1,0,0,none
1345,2024-07-01,1,2,0,0,none
1346,2024-07-22,0,0,0,0,none
1347,2024-07-18,1,1,0,0,none
1348,2024-06-26,1,2,0,0,none
1349,2024-07-16,1,1,0,0,none
1350,2024-07-04,1,3,0,0,none
1351,2024-06-23,0,-2,0,0,none
1352,2024-07-14,0,-1,0,0,none
1353,2024-07-09,0,-1,0,0,none
1354,2024-07-13,1,3,0,0,none
1355,2024-07-07,1,3,0,0,none
1356,2024-07-16,0,0,0,0,none
1357,2024-07-07,1,2,0,0,none
1358,2024-07-10,1,1,0,0,none
1359,2024-07-09,0,0,0,0,none
1360,2024-07-15,1,2,0,0,weather
1361,2024-07-21,1,1,0,0,none
1362,2024-07-11,1,1,0,0,none
1363,2024-07-22,0,0,0,0,none
1364,2024-07-24,1,2,0,0,none
1365,2024-07-22,0,0,0,0,none
1366,2024-07-12,0,0,0,0,none
1367,2024-07-19,1,3,0,0,weather
1368,2024-07-10,0,-2,0,0,none
1369,2024-07-15,0,0,0,0,none
1370,2024-07-14,1,3,0,0,none
1371,2024-07-04,1,1,0,0,weather
1372,2024-07-01,0,-1,0,0,none
1373,2024-07-13,0,-1,0,0,none
1374,2024-07-28,1,1,0,0,none
1375,2024-07-15,1,1,0,0,none
1376,2024-07-19,1,1,0,0,none
1377,2024-06-30,1,1,0,0,none
1378,2024-07-02,0,0,0,0,none
1379,2024-07-30,1,2,0,0,none
1380,2024-07-19,1,3,0,0,none
1381,2024-07-17,0,0,0,0,none
1382,2024-07-24,1,1,0,0,weather
1383,2024-07-16,1,2,0,0,none
1384,2024-07-04,1,3,0,0,none
1385,2024-07-23,1,3,0,0,weather
1386,2024-07-01,1,1,0,0,none
1387,2024-07-04,0,-2,0,0,none
1388,2024-07-25,0,-1,0,0,none
1389,2024-07-12,1,2,0,0,weather
1390,2024-07-19,0,-2,0,0,none
1391,2024-06-30,0,0,0,0,none
1392,2024-07-12,1,2,0,0,weather
1393,2024-07-22,1,1,1,0,weather
1394,2024-07-09,0,0,0,0,none
1395,2024-07-19,0,0,0,0,none
1396,2024-07-11,1,3,0,0,none
1397,2024-07-30,0,0,0,0,none
1398,2024-08-02,1,2,0,0,none
1399,2024-07-24,0,0,0,0,none
1400,2024-07-23,1,1,0,0,none
1401,2024-07-17,0,0,0,0,none
1402,2024-07-09,0,0,0,0,none
1403,2024-07-17,0,0,0,0,none
1404,2024-07-07,0,-1,0,0,none
1405,2024-07-26,0,0,0,0,none
1406,2024-07-31,0,-1,0,0,none
1407,2024-07-25,0,-1,0,0,none
1408,2024-07-24,1,2,0,0,none
1409,2024-07-10,1,2,0,0,none
1410,2024-07-09,1,1,0,0,none
1411,2024-07-24,1,1,0,0,none
1412,2024-07-19,0,0,0,0,none
1413,2024-07-20,1,1,0,0,none
1414,2024-07-27,1,1,0,0,none
1415,2024-07-30,0,0,0,0,none
1416,2024-07-24,1,1,0,0,weather
1417,2024-07-23,0,0,0,0,none
