order_id,order_date,supplier_id,sku,qty,unit_price,currency,ship_mode,incoterm,payment_terms,distance_km,promised_date,urgent,order_notes
1060,2024-05-13,16,SKU00028,34,13.76,EUR,road,FOB,NET60,414,2024-05-22,1,urgent
1061,2024-05-13,9,SKU00031,37,12.84,EUR,road,FOB,NET30,880,2024-05-25,0,
1062,2024-05-13,12,SKU00019,3,20.46,EUR,air,DAP,NET60,640,2024-06-02,0,
1063,2024-05-13,14,SKU00001,14,11.09,EUR,rail,EXW,NET30,660,2024-06-14,1,urgent
1064,2024-05-14,9,SKU00025,5,26.9,EUR,road,FOB,NET60,600,2024-05-27,0,
1065,2024-05-14,17,SKU00024,16,26.24,EUR,road,EXW,NET45,683,2024-05-16,0,
1066,2024-05-14,19,SKU00038,17,13.37,USD,sea,CIF,NET60,795,2024-06-03,0,
1067,2024-05-14,7,SKU00037,32,13.24,EUR,rail,CIF,NET60,1114,2024-05-25,0,
1068,2024-05-14,4,SKU00014,16,23.0,EUR,sea,DAP,PREPAID,874,2024-06-08,0,
1069,2024-05-15,1,SKU00024,13,25.12,EUR,road,DAP,NET60,1056,2024-05-21,0,
1070,2024-05-15,19,SKU00037,9,12.58,EUR,road,CIF,PREPAID,362,2024-06-08,0,
1071,2024-05-15,1,SKU00009,5,13.79,EUR,road,EXW,NET45,497,2024-05-17,0,
1072,2024-05-15,2,SKU00029,9,32.38,EUR,sea,FOB,NET30,1190,2024-05-30,0,
1073,2024-05-15,7,SKU00014,29,23.89,EUR,sea,DAP,NET60,328,2024-05-28,1,urgent
1074,2024-05-15,6,SKU00011,16,58.75,EUR,road,DAP,NET30,770,2024-06-12,0,
1075,2024-05-15,17,SKU00010,21,19.35,EUR,road,DAP,PREPAID,1133,2024-05-20,0,
1076,2024-05-16,18,SKU00006,3,21.88,EUR,road,EXW,NET60,349,2024-06-08,0,
1077,2024-05-16,8,SKU00015,17,9.35,EUR,road,CIF,NET30,641,2024-06-12,0,
1078,2024-05-16,7,SKU00039,68,19.92,USD,road,EXW,PREPAID,663,2024-05-29,0,
1079,2024-05-16,10,SKU00040,2,26.17,EUR,road,CIF,NET30,722,2024-05-18,0,
1080,2024-05-17,16,SKU00012,10,29.77,USD,road,DAP,PREPAID,904,2024-05-27,0,
1081,2024-05-17,17,SKU00013,23,16.17,EUR,air,CIF,NET45,452,2024-05-19,1,urgent
1082,2024-05-17,9,SKU00003,13,14.59,EUR,road,FOB,NET45,624,2024-05-31,0,
1083,2024-05-17,9,SKU00003,8,16.8,EUR,road,CIF,NET45,437,2024-05-26,0,
1084,2024-05-17,2,SKU00001,16,10.72,EUR,road,FOB,NET30,467,2024-06-01,0,
1085,2024-05-18,18,SKU00018,30,9.87,EUR,road,DAP,NET60,652,2024-06-05,0,
1086,2024-05-18,12,SKU00026,7,9.94,EUR,road,DAP,NET45,468,2024-06-08,0,
1087,2024-05-18,8,SKU00034,28,26.18,USD,air,EXW,NET30,771,2024-06-13,0,
1088,2024-05-18,14,SKU00036,14,7.44,USD,road,CIF,NET60,803,2024-06-17,0,
1089,2024-05-18,17,SKU00018,123,9.17,EUR,road,FOB,NET45,1000,2024-05-20,0,
1090,2024-05-19,4,SKU00026,5,9.42,EUR,road,EXW,NET60,443,2024-06-09,0,
1091,2024-05-19,20,SKU00012,16,29.03,USD,road,DAP,NET30,584,2024-06-02,0,
1092,2024-05-19,14,SKU00033,11,7.67,EUR,road,CIF,NET60,482,2024-06-16,0,
1093,2024-05-19,9,SKU00008,50,13.04,EUR,road,CIF,NET60,381,2024-05-28,0,
1094,2024-05-19,4,SKU00025,4,42.96,EUR,road,DAP,NET45,569,2024-06-09,0,
1095,2024-05-19,5,SKU00030,16,18.34,EUR,road,DAP,NET30,685,2024-06-08,0,
1096,2024-05-19,13,SKU00031,12,11.47,EUR,road,EXW,NET60,569,2024-05-27,0,
1097,2024-05-19,8,SKU00005,170,11.17,EUR,road,DAP,NET45,434,2024-06-19,0,
1098,2024-05-20,16,SKU00021,15,14.19,USD,sea,DAP,NET60,603,2024-05-30,1,urgent
1099,2024-05-20,17,SKU00017,32,7.33,EUR,sea,FOB,NET60,780,2024-05-26,0,
1100,2024-05-20,3,SKU00006,16,25.64,USD,sea,DAP,NET60,524,2024-06-02,0,
1101,2024-05-20,4,SKU00036,11,6.43,EUR,rail,FOB,PREPAID,693,2024-06-08,0,
1102,2024-05-20,1,SKU00021,59,21.18,EUR,road,CIF,NET45,920,2024-05-22,0,
1103,2024-05-21,3,SKU00012,75,26.81,EUR,air,FOB,PREPAID,710,2024-06-01,0,
1104,2024-05-21,4,SKU00013,21,16.24,EUR,road,FOB,NET45,1054,2024-06-11,0,
1105,2024-05-21,7,SKU00017,27,7.44,EUR,road,FOB,NET45,747,2024-06-05,0,
1106,2024-05-21,1,SKU00016,39,10.93,EUR,road,CIF,NET45,595,2024-06-02,0,
1107,2024-05-21,12,SKU00008,15,13.07,EUR,road,EXW,PREPAID,660,2024-06-11,1,urgent
1108,2024-05-21,10,SKU00040,8,26.46,EUR,road,EXW,NET30,628,2024-05-23,0,
1109,2024-05-22,8,SKU00031,6,13.54,USD,air,CIF,NET60,756,2024-06-21,0,
1110,2024-05-22,19,SKU00037,5,12.67,EUR,road,CIF,PREPAID,584,2024-06-10,0,
1111,2024-05-22,6,SKU00012,14,28.1,EUR,air,CIF,PREPAID,753,2024-06-25,0,
1112,2024-05-22,17,SKU00037,15,12.97,EUR,road,FOB,NET30,381,2024-05-28,0,
1113,2024-05-22,17,SKU00031,9,11.73,EUR,road,EXW,NET60,261,2024-05-28,0,
1114,2024-05-22,5,SKU00012,28,25.69,EUR,road,DAP,NET30,331,2024-06-06,0,
1115,2024-05-22,20,SKU00034,7,23.7,EUR,road,DAP,NET60,595,2024-06-05,0,
1116,2024-05-22,8,SKU00001,5,11.75,EUR,road,EXW,NET45,1182,2024-06-18,0,
1117,2024-05-22,3,SKU00025,13,28.05,EUR,sea,EXW,NET60,495,2024-05-31,0,
1118,2024-05-22,1,SKU00040,13,27.98,EUR,air,CIF,NET45,725,2024-05-31,0,
1119,2024-05-22,10,SKU00036,36,6.83,EUR,road,CIF,NET45,453,2024-05-24,0,
1120,2024-05-23,17,SKU00031,29,11.73,EUR,sea,CIF,NET60,689,2024-05-28,0,
1121,2024-05-23,4,SKU00032,63,13.57,EUR,road,DAP,NET45,624,2024-06-07,0,
1122,2024-05-23,13,SKU00027,14,8.78,EUR,road,CIF,NET60,620,2024-06-01,1,urgent
1123,2024-05-23,5,SKU00018,11,8.98,EUR,sea,DAP,NET45,1076,2024-06-09,0,
1124,2024-05-23,6,SKU00037,32,12.26,EUR,sea,FOB,NET45,278,2024-06-24,0,
1125,2024-05-23,14,SKU00007,5,9.88,USD,sea,CIF,NET45,900,2024-06-21,0,
1126,2024-05-23,4,SKU00025,9,42.96,EUR,sea,FOB,NET45,791,2024-06-14,0,
1127,2024-05-23,16,SKU00031,92,11.8,EUR,road,EXW,NET45,708,2024-06-01,0,
1128,2024-05-24,19,SKU00027,12,8.49,EUR,rail,DAP,NET45,699,2024-06-14,0,
1129,2024-05-24,11,SKU00032,47,13.98,EUR,sea,CIF,NET60,861,2024-06-13,0,
1130,2024-05-24,1,SKU00036,5,6.92,EUR,road,EXW,PREPAID,1078,2024-05-30,0,
1131,2024-05-24,17,SKU00011,16,60.6,EUR,rail,EXW,NET45,828,2024-05-29,0,
1132,2024-05-24,7,SKU00031,46,12.34,EUR,sea,EXW,PREPAID,538,2024-06-06,0,
1133,2024-05-24,1,SKU00017,53,7.79,EUR,road,CIF,NET60,811,2024-05-28,0,
1134,2024-05-25,4,SKU00023,46,7.17,EUR,road,EXW,PREPAID,395,2024-06-10,0,
1135,2024-05-25,4,SKU00023,4,7.17,EUR,air,FOB,NET45,397,2024-06-16,0,
1136,2024-05-25,17,SKU00023,12,7.09,EUR,air,CIF,PREPAID,846,2024-06-01,0,
1137,2024-05-25,9,SKU00029,2,30.36,EUR,road,EXW,PREPAID,696,2024-06-07,1,urgent
1138,2024-05-25,5,SKU00030,33,18.31,EUR,road,FOB,NET45,836,2024-06-14,0,
1139,2024-05-25,5,SKU00022,5,11.35,EUR,road,DAP,PREPAID,562,2024-06-09,0,
1140,2024-05-25,11,SKU00006,13,24.73,EUR,road,FOB,NET60,750,2024-06-11,1,urgent
1141,2024-05-25,14,SKU00015,30,8.23,EUR,sea,CIF,NET60,1260,2024-06-22,0,
1142,2024-05-25,17,SKU00019,8,18.08,EUR,road,CIF,PREPAID,301,2024-06-02,0,
1143,2024-05-26,17,SKU00018,18,9.17,EUR,air,DAP,NET60,788,2024-05-30,0,
1144,2024-05-26,6,SKU00027,6,8.6,EUR,road,FOB,NET45,1123,2024-06-28,0,
1145,2024-05-26,1,SKU00002,5,19.57,EUR,road,FOB,NET45,781,2024-06-08,0,
1146,2024-05-26,8,SKU00006,10,24.12,EUR,road,FOB,NET45,773,2024-06-23,0,
1147,2024-05-26,19,SKU00026,20,9.08,EUR,sea,EXW,NET30,530,2024-06-18,1,urgent
1148,2024-05-26,12,SKU00031,15,12.23,EUR,sea,EXW,NET30,603,2024-06-23,0,
1149,2024-05-26,16,SKU00026,24,8.55,EUR,air,EXW,NET30,753,2024-06-08,0,
1150,2024-05-27,15,SKU00017,112,7.11,EUR,rail,FOB,NET30,816,2024-06-21,0,
1151,2024-05-27,7,SKU00025,11,25.6,EUR,air,CIF,NET45,517,2024-06-07,0,
1152,2024-05-28,3,SKU00016,53,6.44,EUR,sea,CIF,PREPAID,989,2024-06-11,0,
1153,2024-05-28,16,SKU00009,25,27.16,EUR,road,FOB,NET30,427,2024-06-10,0,
1154,2024-05-28,17,SKU00023,3,7.63,EUR,road,CIF,PREPAID,880,2024-05-31,0,
1155,2024-05-28,8,SKU00030,7,17.44,EUR,air,CIF,PREPAID,763,2024-06-22,0,
1156,2024-05-28,20,SKU00009,46,14.95,USD,road,FOB,PREPAID,712,2024-06-13,0,
1157,2024-05-28,10,SKU00034,48,25.89,EUR,sea,CIF,NET60,1072,2024-05-30,0,
1158,2024-05-28,15,SKU00035,26,10.26,EUR,sea,FOB,NET30,668,2024-07-04,0,
1159,2024-05-28,19,SKU00029,6,32.04,EUR,road,CIF,NET60,844,2024-06-22,0,
1160,2024-05-28,14,SKU00017,17,8.0,USD,sea,FOB,NET60,1029,2024-06-28,0,
1161,2024-05-28,20,SKU00001,11,11.36,EUR,road,FOB,NET60,751,2024-06-13,0,
1162,2024-05-28,18,SKU00019,38,19.84,EUR,road,DAP,NET30,549,2024-06-18,0,
1163,2024-05-29,12,SKU00031,17,12.55,EUR,road,CIF,NET30,1284,2024-06-22,0,
1164,2024-05-29,19,SKU00028,10,15.08,EUR,road,CIF,NET45,307,2024-06-25,0,
1165,2024-05-29,6,SKU00001,51,11.73,EUR,road,CIF,NET45,675,2024-07-02,0,
1166,2024-05-29,17,SKU00027,16,9.05,EUR,road,DAP,PREPAID,887,2024-06-03,0,
1167,2024-05-29,11,SKU00011,10,55.56,EUR,road,DAP,PREPAID,863,2024-06-17,0,
1168,2024-05-30,11,SKU00015,46,9.71,EUR,road,CIF,NET30,890,2024-06-23,0,
1169,2024-05-30,11,SKU00028,50,14.62,EUR,road,FOB,NET60,493,2024-06-14,0,
1170,2024-05-30,17,SKU00019,17,18.49,EUR,road,CIF,PREPAID,819,2024-06-01,0,
1171,2024-05-30,9,SKU00013,137,15.96,EUR,road,EXW,NET45,746,2024-06-12,0,
1172,2024-05-30,8,SKU00019,19,19.11,EUR,air,EXW,PREPAID,592,2024-06-25,0,
1173,2024-05-30,3,SKU00018,10,9.74,EUR,road,DAP,NET45,823,2024-06-08,0,
1174,2024-05-30,8,SKU00002,21,21.66,EUR,road,FOB,NET30,606,2024-06-25,0,
1175,2024-05-30,5,SKU00035,9,10.44,EUR,air,EXW,NET45,481,2024-06-15,0,
1176,2024-05-30,8,SKU00007,6,9.81,EUR,sea,CIF,NET60,369,2024-06-26,0,
1177,2024-05-30,7,SKU00009,34,12.9,EUR,rail,DAP,NET30,639,2024-06-12,0,
1178,2024-05-30,7,SKU00006,9,24.98,EUR,road,FOB,NET30,721,2024-06-13,0,
1179,2024-05-31,20,SKU00014,10,22.88,EUR,road,CIF,PREPAID,744,2024-06-10,0,
1180,2024-05-31,13,SKU00020,10,21.8,EUR,sea,DAP,NET60,661,2024-06-11,1,urgent
1181,2024-05-31,16,SKU00030,24,19.02,EUR,sea,EXW,NET60,432,2024-06-13,0,
1182,2024-05-31,3,SKU00006,7,25.64,USD,road,FOB,NET30,597,2024-06-09,0,
1183,2024-05-31,2,SKU00026,67,8.9,EUR,road,EXW,PREPAID,725,2024-06-18,0,
1184,2024-05-31,14,SKU00012,13,29.58,EUR,rail,FOB,NET60,561,2024-06-30,0,
1185,2024-05-31,12,SKU00025,107,27.29,EUR,road,EXW,NET30,617,2024-06-27,0,
1186,2024-05-31,2,SKU00016,21,6.46,EUR,road,DAP,PREPAID,1127,2024-06-19,0,
1187,2024-05-31,9,SKU00016,21,6.54,EUR,road,EXW,NET45,649,2024-06-17,0,
1188,2024-05-31,6,SKU00030,26,17.79,EUR,rail,EXW,NET45,628,2024-06-29,1,urgent
1189,2024-05-31,12,SKU00031,21,12.28,EUR,road,DAP,NET60,726,2024-06-22,0,
1190,2024-05-31,7,SKU00021,17,13.62,EUR,road,FOB,NET30,650,2024-06-09,0,
1191,2024-05-31,7,SKU00017,9,7.44,EUR,air,DAP,NET60,639,2024-06-08,0,
1192,2024-05-31,8,SKU00024,45,27.52,EUR,air,EXW,NET45,795,2024-06-27,0,
1193,2024-05-31,13,SKU00008,45,13.78,EUR,road,FOB,PREPAID,686,2024-06-10,0,
1194,2024-05-31,1,SKU00021,13,21.18,EUR,road,EXW,NET45,621,2024-06-03,0,
1195,2024-06-01,12,SKU00038,28,12.13,EUR,road,EXW,PREPAID,768,2024-06-23,0,
1196,2024-06-01,20,SKU00016,24,6.48,EUR,road,EXW,NET30,866,2024-06-14,0,
1197,2024-06-01,16,SKU00038,52,12.05,EUR,sea,DAP,NET45,777,2024-06-15,0,
1198,2024-06-01,16,SKU00006,4,26.27,USD,road,FOB,NET45,565,2024-06-14,0,
1199,2024-06-02,3,SKU00006,13,25.64,USD,road,CIF,NET30,545,2024-06-05,0,
1200,2024-06-02,10,SKU00023,11,6.61,EUR,road,FOB,NET30,533,2024-06-07,0,
1201,2024-06-02,6,SKU00009,6,6.46,EUR,road,DAP,NET45,751,2024-07-05,0,
1202,2024-06-02,7,SKU00036,17,7.28,EUR,air,CIF,PREPAID,831,2024-06-14,0,
1203,2024-06-03,15,SKU00002,8,22.69,USD,road,DAP,NET60,825,2024-06-30,0,
1204,2024-06-03,10,SKU00017,20,7.49,EUR,road,EXW,PREPAID,427,2024-06-07,0,
1205,2024-06-03,2,SKU00029,3,30.21,EUR,sea,CIF,PREPAID,545,2024-06-21,0,
1206,2024-06-03,17,SKU00013,12,15.92,EUR,road,FOB,NET60,249,2024-06-07,0,
1207,2024-06-03,14,SKU00021,7,13.2,EUR,sea,DAP,NET60,716,2024-07-08,0,
1208,2024-06-03,1,SKU00039,29,17.52,EUR,sea,FOB,NET30,814,2024-06-11,0,
1209,2024-06-03,4,SKU00034,4,24.61,EUR,road,FOB,PREPAID,626,2024-06-20,0,
1210,2024-06-03,5,SKU00017,19,7.72,EUR,sea,CIF,PREPAID,462,2024-06-17,0,
1211,2024-06-03,19,SKU00001,23,11.91,USD,road,DAP,NET45,1073,2024-06-24,0,
1212,2024-06-03,3,SKU00040,26,26.42,EUR,rail,CIF,NET45,816,2024-06-14,0,
1213,2024-06-03,2,SKU00005,8,10.78,EUR,road,DAP,NET45,839,2024-06-18,0,
1214,2024-06-04,14,SKU00036,6,7.44,USD,rail,FOB,NET60,593,2024-07-06,0,
1215,2024-06-04,20,SKU00027,108,8.77,EUR,road,CIF,NET30,707,2024-06-18,0,
1216,2024-06-04,5,SKU00007,18,8.96,EUR,air,EXW,NET30,744,2024-06-19,0,
1217,2024-06-04,11,SKU00012,23,27.55,EUR,road,EXW,NET45,586,2024-06-25,0,
1218,2024-06-04,1,SKU00007,16,8.72,EUR,air,DAP,NET45,1092,2024-06-10,1,urgent
1219,2024-06-04,8,SKU00007,18,8.38,EUR,road,EXW,PREPAID,795,2024-06-30,0,
1220,2024-06-04,12,SKU00032,33,14.99,EUR,road,CIF,NET30,514,2024-06-28,0,
1221,2024-06-04,20,SKU00024,35,25.83,EUR,road,FOB,NET30,1013,2024-06-19,0,
1222,2024-06-04,5,SKU00014,28,25.05,EUR,air,DAP,NET30,568,2024-06-16,0,
1223,2024-06-04,2,SKU00030,7,17.06,EUR,road,EXW,NET60,883,2024-06-25,0,
1224,2024-06-05,12,SKU00036,55,7.58,EUR,road,DAP,NET60,671,2024-06-28,0,
1225,2024-06-05,19,SKU00004,13,11.93,EUR,road,CIF,NET30,627,2024-06-27,0,
1226,2024-06-05,12,SKU00005,4,10.09,EUR,road,CIF,NET30,660,2024-06-25,0,
1227,2024-06-05,14,SKU00014,7,22.28,EUR,road,EXW,NET30,781,2024-07-06,0,
1228,2024-06-05,19,SKU00015,11,9.17,EUR,road,DAP,NET45,719,2024-06-20,0,
1229,2024-06-06,4,SKU00013,2,16.33,EUR,road,FOB,NET45,405,2024-06-26,0,
1230,2024-06-06,1,SKU00036,14,6.92,EUR,road,DAP,NET30,823,2024-06-09,0,
1231,2024-06-06,20,SKU00030,22,19.32,EUR,road,DAP,NET30,543,2024-06-18,0,
1232,2024-06-06,14,SKU00011,17,60.77,EUR,road,FOB,PREPAID,923,2024-07-04,0,
1233,2024-06-06,3,SKU00033,21,7.25,EUR,road,CIF,NET45,839,2024-06-14,0,
1234,2024-06-06,16,SKU00035,21,12.26,EUR,air,DAP,NET60,981,2024-06-23,0,
1235,2024-06-07,20,SKU00021,23,13.84,EUR,air,CIF,NET60,737,2024-06-22,0,
1236,2024-06-07,18,SKU00028,41,15.49,EUR,road,CIF,NET45,632,2024-07-02,0,
1237,2024-06-07,17,SKU00037,50,12.97,EUR,road,FOB,PREPAID,990,2024-06-17,0,
1238,2024-06-07,16,SKU00024,18,25.76,EUR,road,DAP,PREPAID,703,2024-06-23,0,
1239,2024-06-07,6,SKU00026,7,9.6,EUR,road,EXW,NET30,225,2024-07-07,0,
1240,2024-06-07,19,SKU00039,28,18.8,EUR,air,EXW,NET45,1033,2024-06-30,0,
1241,2024-06-07,20,SKU00001,7,10.28,EUR,air,CIF,NET45,674,2024-06-20,0,
1242,2024-06-08,4,SKU00014,9,23.0,EUR,air,CIF,NET30,943,2024-06-28,1,urgent
1243,2024-06-08,1,SKU00036,2,6.92,EUR,road,FOB,NET30,521,2024-06-14,0,
1244,2024-06-08,17,SKU00030,41,16.77,EUR,road,CIF,NET45,782,2024-06-14,0,
1245,2024-06-08,6,SKU00017,1,8.16,EUR,air,CIF,NET45,382,2024-07-14,0,
1246,2024-06-08,16,SKU00015,12,8.58,EUR,road,CIF,NET60,693,2024-06-25,0,
1247,2024-06-08,13,SKU00006,7,22.21,EUR,road,DAP,NET45,617,2024-06-20,0,
1248,2024-06-08,14,SKU00005,14,11.1,EUR,road,CIF,PREPAID,544,2024-07-08,0,
1249,2024-06-08,20,SKU00012,23,29.03,USD,sea,DAP,NET30,1126,2024-06-23,0,
1250,2024-06-08,11,SKU00003,17,16.11,EUR,sea,DAP,NET30,300,2024-06-25,0,
1251,2024-06-08,13,SKU00004,7,11.73,EUR,sea,CIF,NET60,477,2024-06-16,0,
1252,2024-06-09,1,SKU00028,10,14.24,EUR,rail,DAP,NET30,579,2024-06-17,0,
1253,2024-06-09,5,SKU00015,6,8.42,EUR,air,EXW,PREPAID,529,2024-06-25,0,
1254,2024-06-09,1,SKU00004,98,11.74,EUR,road,CIF,NET30,878,2024-06-12,0,
1255,2024-06-09,8,SKU00035,48,10.69,EUR,air,FOB,NET60,767,2024-07-08,1,urgent
1256,2024-06-09,17,SKU00033,12,7.2,EUR,air,FOB,NET45,498,2024-06-15,0,
1257,2024-06-09,9,SKU00004,51,11.53,EUR,road,DAP,PREPAID,383,2024-06-25,0,
1258,2024-06-09,8,SKU00015,43,8.41,EUR,air,DAP,NET60,615,2024-07-04,0,
1259,2024-06-10,20,SKU00026,10,9.34,EUR,air,FOB,NET45,626,2024-06-20,0,
1260,2024-06-10,4,SKU00006,23,23.03,EUR,road,DAP,NET30,755,2024-07-06,0,
1261,2024-06-10,10,SKU00036,8,6.83,EUR,road,DAP,NET60,768,2024-06-16,0,
1262,2024-06-10,17,SKU00026,15,9.37,EUR,air,DAP,NET45,653,2024-06-14,0,
1263,2024-06-10,9,SKU00031,10,12.71,EUR,air,FOB,PREPAID,847,2024-06-21,0,
1264,2024-06-11,14,SKU00026,4,9.53,EUR,road,FOB,NET45,612,2024-07-15,0,
1265,2024-06-11,18,SKU00005,18,10.42,EUR,air,CIF,PREPAID,581,2024-07-01,0,
1266,2024-06-11,14,SKU00021,16,14.37,EUR,road,EXW,NET30,427,2024-07-11,0,
1267,2024-06-11,3,SKU00027,64,9.27,USD,road,DAP,NET60,501,2024-06-18,1,urgent
1268,2024-06-12,8,SKU00013,33,16.71,EUR,road,CIF,NET60,565,2024-07-05,0,
1269,2024-06-12,15,SKU00039,7,17.43,EUR,air,EXW,NET60,780,2024-07-03,0,
1270,2024-06-12,13,SKU00011,5,60.12,EUR,road,CIF,PREPAID,275,2024-06-18,1,urgent
1271,2024-06-13,9,SKU00029,22,30.36,EUR,road,EXW,NET45,816,2024-06-23,0,
1272,2024-06-13,1,SKU00024,23,25.12,EUR,road,FOB,NET30,832,2024-06-16,0,
1273,2024-06-13,5,SKU00004,21,11.4,EUR,road,FOB,NET45,558,2024-06-30,0,
1274,2024-06-13,17,SKU00001,17,11.36,EUR,sea,CIF,NET30,795,2024-06-20,0,
1275,2024-06-13,3,SKU00029,16,33.58,EUR,road,DAP,NET30,657,2024-06-27,0,
1276,2024-06-13,19,SKU00022,23,11.29,EUR,road,FOB,NET45,523,2024-07-02,0,
1277,2024-06-13,18,SKU00014,23,22.91,EUR,road,CIF,PREPAID,541,2024-07-02,0,
1278,2024-06-14,19,SKU00040,27,26.97,EUR,road,FOB,NET30,782,2024-07-08,0,
1279,2024-06-14,14,SKU00025,212,29.45,EUR,road,EXW,NET60,793,2024-07-11,0,
1280,2024-06-14,2,SKU00011,8,61.82,EUR,rail,EXW,NET60,496,2024-07-05,0,
1281,2024-06-14,4,SKU00040,53,27.81,EUR,road,CIF,NET30,902,2024-07-09,0,
1282,2024-06-14,12,SKU00030,23,33.64,EUR,sea,EXW,NET30,665,2024-07-06,0,
1283,2024-06-14,6,SKU00018,20,8.99,EUR,air,CIF,NET30,387,2024-07-12,0,
1284,2024-06-14,12,SKU00002,8,21.39,EUR,air,CIF,PREPAID,842,2024-07-08,0,
1285,2024-06-14,2,SKU00015,21,8.59,EUR,sea,DAP,NET30,657,2024-06-27,0,
1286,2024-06-14,20,SKU00021,31,13.84,EUR,road,DAP,NET30,664,2024-06-25,0,
1287,2024-06-14,4,SKU00013,63,15.08,EUR,road,DAP,NET30,1230,2024-06-30,0,
1288,2024-06-15,16,SKU00003,15,16.85,EUR,sea,FOB,NET60,888,2024-07-01,1,urgent
1289,2024-06-15,9,SKU00022,23,11.08,EUR,road,DAP,PREPAID,142,2024-07-02,0,
1290,2024-06-15,14,SKU00011,2,57.8,EUR,air,EXW,NET60,717,2024-07-15,0,
1291,2024-06-15,13,SKU00023,14,7.33,EUR,air,CIF,NET60,585,2024-06-28,0,
1292,2024-06-16,13,SKU00033,28,7.34,EUR,air,CIF,NET30,943,2024-06-27,0,
1293,2024-06-16,4,SKU00025,7,42.96,EUR,road,EXW,NET60,758,2024-07-11,0,
1294,2024-06-16,10,SKU00010,8,16.66,EUR,air,CIF,PREPAID,383,2024-06-22,1,urgent
1295,2024-06-16,15,SKU00009,21,13.8,USD,road,EXW,PREPAID,1252,2024-07-09,0,
1296,2024-06-16,15,SKU00027,60,8.77,EUR,sea,FOB,NET45,1138,2024-07-17,0,
1297,2024-06-16,9,SKU00028,29,14.4,EUR,air,CIF,NET60,301,2024-07-04,0,
1298,2024-06-17,6,SKU00035,20,11.86,EUR,road,FOB,NET45,457,2024-07-16,0,
1299,2024-06-17,7,SKU00038,11,12.93,USD,road,FOB,NET45,491,2024-06-27,1,urgent
1300,2024-06-17,2,SKU00034,32,24.05,EUR,road,FOB,PREPAID,330,2024-07-09,1,urgent
1301,2024-06-17,11,SKU00037,13,12.78,EUR,rail,FOB,NET60,393,2024-07-09,0,
1302,2024-06-17,11,SKU00005,8,11.37,EUR,road,EXW,NET45,334,2024-07-11,0,
1303,2024-06-18,7,SKU00021,9,13.62,EUR,road,FOB,NET30,703,2024-06-28,0,
1304,2024-06-18,11,SKU00027,3,8.08,EUR,road,DAP,NET60,520,2024-07-09,0,
1305,2024-06-18,20,SKU00029,18,31.15,EUR,road,CIF,NET45,672,2024-07-01,0,
1306,2024-06-18,17,SKU00007,9,9.18,EUR,road,FOB,NET45,629,2024-06-21,0,
1307,2024-06-18,3,SKU00040,37,26.42,EUR,road,CIF,NET45,855,2024-06-25,0,
1308,2024-06-18,4,SKU00015,39,8.82,EUR,road,EXW,NET60,415,2024-07-12,0,
1309,2024-06-18,2,SKU00006,96,23.56,EUR,road,DAP,NET45,890,2024-07-09,0,
1310,2024-06-19,13,SKU00024,8,27.54,EUR,road,FOB,PREPAID,637,2024-06-25,0,
1311,2024-06-19,10,SKU00032,15,13.02,EUR,road,DAP,NET45,454,2024-06-23,0,
1312,2024-06-19,4,SKU00011,9,55.09,EUR,rail,FOB,NET45,813,2024-07-08,0,
1313,2024-06-19,20,SKU00003,27,14.44,EUR,road,DAP,NET30,1095,2024-06-29,0,
1314,2024-06-19,11,SKU00018,42,10.21,EUR,road,DAP,NET45,360,2024-07-08,0,
1315,2024-06-19,8,SKU00013,12,15.25,EUR,sea,FOB,NET30,805,2024-07-15,0,
1316,2024-06-19,20,SKU00012,30,29.03,USD,road,DAP,PREPAID,888,2024-07-05,0,
1317,2024-06-19,8,SKU00030,31,16.54,EUR,road,FOB,PREPAID,489,2024-07-14,0,
1318,2024-06-20,10,SKU00026,30,10.39,EUR,road,EXW,PREPAID,793,2024-06-25,0,
1319,2024-06-20,9,SKU00021,43,13.46,EUR,road,DAP,NET30,713,2024-07-06,0,
1320,2024-06-20,20,SKU00029,3,31.15,EUR,rail,DAP,NET30,1004,2024-07-03,0,
1321,2024-06-20,14,SKU00034,6,24.56,EUR,road,DAP,NET30,886,2024-07-17,0,
1322,2024-06-20,4,SKU00036,26,6.57,EUR,road,DAP,NET30,792,2024-07-10,0,
1323,2024-06-20,17,SKU00013,15,16.27,EUR,sea,CIF,PREPAID,1013,2024-06-22,0,
1324,2024-06-20,1,SKU00026,27,9.83,EUR,road,CIF,NET60,635,2024-06-27,1,urgent
1325,2024-06-21,17,SKU00030,18,16.77,EUR,road,FOB,PREPAID,804,2024-06-25,0,
1326,2024-06-21,14,SKU00040,28,27.75,EUR,road,EXW,NET45,645,2024-07-22,0,
1327,2024-06-21,20,SKU00030,31,17.02,EUR,air,DAP,NET30,876,2024-06-30,0,
1328,2024-06-21,9,SKU00033,68,7.53,EUR,air,EXW,NET45,963,2024-07-07,0,
1329,2024-06-21,20,SKU00026,4,9.34,EUR,road,DAP,NET60,424,2024-07-04,0,
1330,2024-06-21,15,SKU00002,20,22.69,USD,road,FOB,PREPAID,734,2024-07-17,0,
1331,2024-06-21,4,SKU00030,15,18.5,EUR,road,EXW,NET60,162,2024-07-15,0,
1332,2024-06-21,16,SKU00021,3,14.19,USD,air,FOB,NET30,792,2024-07-04,0,
